,,Calc_Stat_TA_5m,,Calc_Stat_TA_5m,,Calc_Stat_TA_5m,,Calc_Stat_RH_5m,,Calc_Stat_RH_5m,,Calc_Stat_RH_5m,,Calc_Stat_PA_5m,,Calc_Stat_PA_5m,,Calc_Stat_PA_5m,,Calc_Sum_PR_5m,,Calc_Stat_SR_5m,,Calc_Stat_SR_5m,,Calc_Stat_SR_5m,,Calc_Sum_SR_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Charger
date,time,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Sum,status,Avg,status,Max,status,Min,status,Sum,status,DirAvg,status,DirMax,status,DirMin,status,GustDir,status,SpdAvg,status,SpdMax,status,SpdMin,status,WRun,status,External_DC
2/22/18,6:10:06 AM,4.054,VALID,4.083,VALID,4.038,VALID,97.387,VALID,97.588,VALID,97.244,VALID,641,VALID,641.025,VALID,640.978,VALID,0.2,VALID,0.007,VALID,0.04,VALID,0,VALID,2.005,VALID,146,VALID,275,VALID,69,VALID,196,VALID,0.492,VALID,1.703,VALID,0,VALID,0.792,VALID,12.742
2/22/18,6:15:06 AM,4.058,VALID,4.083,VALID,4.045,VALID,97.677,VALID,97.723,VALID,97.604,VALID,641.078,VALID,641.135,VALID,641.02,VALID,0.2,VALID,0.058,VALID,0.11,VALID,0.01,VALID,17.34,VALID,240,VALID,279,VALID,174,VALID,259,VALID,0.773,VALID,1.398,VALID,0.398,VALID,1.007,VALID,12.739
2/22/18,6:20:06 AM,4.037,VALID,4.09,VALID,4.008,VALID,97.388,VALID,97.686,VALID,96.986,VALID,641.153,VALID,641.18,VALID,641.117,VALID,0.3,VALID,0.181,VALID,0.332,VALID,0.078,VALID,54.391,VALID,283,VALID,327,VALID,249,VALID,275,VALID,0.781,VALID,1.5,VALID,0.297,VALID,0.978,VALID,12.736
2/22/18,6:25:06 AM,4.007,VALID,4.031,VALID,3.967,VALID,97.388,VALID,97.495,VALID,97.116,VALID,641.166,VALID,641.192,VALID,641.138,VALID,0.3,VALID,1.104,VALID,2.228,VALID,0.318,VALID,331.331,VALID,113,VALID,97,VALID,103,VALID,262,VALID,0.047,VALID,0.602,VALID,0,VALID,0.257,VALID,12.74
2/22/18,6:30:06 AM,3.961,VALID,4.017,VALID,3.883,VALID,96.644,VALID,97.574,VALID,95.13,VALID,641.2,VALID,641.249,VALID,641.162,VALID,0.6,VALID,3.777,VALID,4.939,VALID,2.243,VALID,1133.155,VALID,156,VALID,247,VALID,70,VALID,147,VALID,1.078,VALID,3.797,VALID,0,VALID,1.665,VALID,12.761
2/22/18,6:35:06 AM,3.936,VALID,4.03,VALID,3.852,VALID,95.445,VALID,96.872,VALID,93.766,VALID,641.248,VALID,641.291,VALID,641.219,VALID,0.6,VALID,6.319,VALID,8.029,VALID,4.904,VALID,1895.775,VALID,54,VALID,200,VALID,356,VALID,46,VALID,0.93,VALID,2.297,VALID,0,VALID,1.276,VALID,12.797
2/22/18,6:40:06 AM,3.884,VALID,3.923,VALID,3.832,VALID,93.916,VALID,95.571,VALID,91.622,VALID,641.31,VALID,641.361,VALID,641.278,VALID,0.4,VALID,9.222,VALID,10.356,VALID,8.025,VALID,2766.742,VALID,175,VALID,224,VALID,86,VALID,156,VALID,0.945,VALID,1.898,VALID,0,VALID,1.222,VALID,12.842
2/22/18,6:45:06 AM,3.885,VALID,3.92,VALID,3.817,VALID,91.74,VALID,92.728,VALID,90.679,VALID,641.343,VALID,641.369,VALID,641.31,VALID,0.2,VALID,11.055,VALID,11.668,VALID,10.354,VALID,3316.574,VALID,181,VALID,268,VALID,106,VALID,148,VALID,0.742,VALID,1.602,VALID,0,VALID,1.022,VALID,12.883
2/22/18,6:50:06 AM,3.721,VALID,3.817,VALID,3.581,VALID,92.011,VALID,92.877,VALID,90.938,VALID,641.286,VALID,641.322,VALID,641.244,VALID,0.1,VALID,12.655,VALID,13.579,VALID,11.657,VALID,3796.464,VALID,168,VALID,251,VALID,121,VALID,174,VALID,1.492,VALID,2.797,VALID,0,VALID,1.887,VALID,12.934
2/22/18,6:55:06 AM,3.471,VALID,3.593,VALID,3.395,VALID,91.144,VALID,91.654,VALID,90.776,VALID,641.255,VALID,641.293,VALID,641.232,VALID,0.1,VALID,14.868,VALID,16.313,VALID,13.529,VALID,4460.513,VALID,199,VALID,290,VALID,141,VALID,201,VALID,0.836,VALID,2.102,VALID,0.297,VALID,1.144,VALID,13.001
2/22/18,7:00:06 AM,3.369,VALID,3.437,VALID,3.322,VALID,92.733,VALID,93.491,VALID,91.134,VALID,641.309,VALID,641.344,VALID,641.265,VALID,0,VALID,16.505,VALID,16.782,VALID,16.181,VALID,4951.648,VALID,257,VALID,292,VALID,211,VALID,259,VALID,0.57,VALID,1.5,VALID,0,VALID,0.72,VALID,13.056
2/22/18,7:05:06 AM,3.328,VALID,3.352,VALID,3.312,VALID,92.174,VALID,93.239,VALID,91.164,VALID,641.33,VALID,641.361,VALID,641.305,VALID,0.1,VALID,16.266,VALID,16.777,VALID,15.845,VALID,4879.909,VALID,249,VALID,296,VALID,225,VALID,249,VALID,0.891,VALID,1.398,VALID,0.398,VALID,1.083,VALID,13.105
2/22/18,7:10:06 AM,3.319,VALID,3.335,VALID,3.298,VALID,92.875,VALID,93.758,VALID,91.718,VALID,641.41,VALID,641.46,VALID,641.342,VALID,0.1,VALID,13.337,VALID,15.941,VALID,12.097,VALID,4000.983,VALID,235,VALID,273,VALID,203,VALID,235,VALID,1.383,VALID,1.898,VALID,0.5,VALID,1.699,VALID,13.115
2/22/18,7:15:06 AM,3.286,VALID,3.302,VALID,3.262,VALID,94.075,VALID,94.985,VALID,93.376,VALID,641.413,VALID,641.469,VALID,641.347,VALID,0.1,VALID,23.479,VALID,32.527,VALID,14.288,VALID,7043.745,VALID,212,VALID,243,VALID,182,VALID,206,VALID,1.305,VALID,2,VALID,0.602,VALID,1.593,VALID,13.537
2/22/18,7:20:06 AM,3.306,VALID,3.358,VALID,3.27,VALID,95.021,VALID,95.691,VALID,94.644,VALID,641.381,VALID,641.451,VALID,641.33,VALID,0.2,VALID,42.376,VALID,60.467,VALID,32.567,VALID,12712.714,VALID,193,VALID,262,VALID,153,VALID,177,VALID,1.219,VALID,2.203,VALID,0,VALID,1.534,VALID,14.683
2/22/18,7:25:06 AM,3.359,VALID,3.423,VALID,3.322,VALID,95.352,VALID,95.764,VALID,94.872,VALID,641.503,VALID,641.538,VALID,641.454,VALID,0.2,VALID,74.71,VALID,83.233,VALID,60.655,VALID,22412.971,VALID,234,VALID,315,VALID,165,VALID,246,VALID,0.961,VALID,1.797,VALID,0,VALID,1.222,VALID,14.682
2/22/18,7:30:06 AM,3.487,VALID,3.546,VALID,3.427,VALID,94.245,VALID,94.988,VALID,93.247,VALID,641.508,VALID,641.536,VALID,641.482,VALID,0.1,VALID,80.099,VALID,86.464,VALID,74.226,VALID,24029.721,VALID,216,VALID,260,VALID,102,VALID,226,VALID,0.891,VALID,1.797,VALID,0,VALID,1.174,VALID,14.685
2/22/18,7:35:06 AM,3.62,VALID,3.685,VALID,3.557,VALID,94.624,VALID,95.147,VALID,94.189,VALID,641.58,VALID,641.632,VALID,641.51,VALID,0.1,VALID,75.106,VALID,76.757,VALID,73.307,VALID,22531.756,VALID,226,VALID,276,VALID,188,VALID,233,VALID,0.805,VALID,1.797,VALID,0,VALID,1.007,VALID,14.679
2/22/18,7:40:06 AM,3.732,VALID,3.855,VALID,3.673,VALID,94.485,VALID,95.834,VALID,94.124,VALID,641.626,VALID,641.644,VALID,641.595,VALID,0.1,VALID,75.231,VALID,78.102,VALID,72.026,VALID,22569.445,VALID,26,VALID,45,VALID,46,VALID,47,VALID,0.102,VALID,1.898,VALID,0,VALID,0.768,VALID,14.679
2/22/18,7:45:06 AM,3.821,VALID,3.849,VALID,3.795,VALID,96.149,VALID,96.423,VALID,95.913,VALID,641.653,VALID,641.679,VALID,641.623,VALID,0.1,VALID,98.632,VALID,117.946,VALID,72.297,VALID,29589.627,VALID,41,VALID,89,VALID,345,VALID,47,VALID,1.039,VALID,1.898,VALID,0,VALID,1.295,VALID,14.678
2/22/18,7:50:06 AM,3.838,VALID,3.896,VALID,3.786,VALID,95.051,VALID,96.097,VALID,94.06,VALID,641.68,VALID,641.727,VALID,641.642,VALID,0,VALID,105.347,VALID,118.181,VALID,87.005,VALID,31604.027,VALID,188,VALID,218,VALID,224,VALID,192,VALID,0.688,VALID,2.102,VALID,0,VALID,1.2,VALID,14.679
2/22/18,7:55:06 AM,3.998,VALID,4.102,VALID,3.89,VALID,96.17,VALID,96.808,VALID,95.425,VALID,641.746,VALID,641.783,VALID,641.697,VALID,0,VALID,88.126,VALID,91.441,VALID,83.574,VALID,26437.861,VALID,32,VALID,7,VALID,8,VALID,52,VALID,0.258,VALID,1.203,VALID,0,VALID,0.443,VALID,14.69
2/22/18,8:00:06 AM,4.127,VALID,4.182,VALID,4.086,VALID,96.229,VALID,96.843,VALID,95.556,VALID,641.737,VALID,641.769,VALID,641.7,VALID,0,VALID,106.295,VALID,118.595,VALID,89.796,VALID,31888.543,VALID,353,VALID,63,VALID,285,VALID,349,VALID,1.141,VALID,2.5,VALID,0,VALID,1.531,VALID,14.68
2/22/18,8:05:06 AM,4.251,VALID,4.396,VALID,4.151,VALID,95.931,VALID,96.982,VALID,94.972,VALID,641.73,VALID,641.758,VALID,641.705,VALID,0,VALID,143.619,VALID,170.492,VALID,118.734,VALID,43085.75,VALID,28,VALID,72,VALID,303,VALID,39,VALID,1.695,VALID,3.703,VALID,0.398,VALID,2.256,VALID,14.677
2/22/18,8:10:06 AM,4.525,VALID,4.697,VALID,4.362,VALID,96.116,VALID,96.977,VALID,95.43,VALID,641.736,VALID,641.756,VALID,641.718,VALID,0.1,VALID,198.127,VALID,224.256,VALID,170.689,VALID,59438.152,VALID,76,VALID,120,VALID,34,VALID,66,VALID,2.211,VALID,3.203,VALID,0.398,VALID,2.75,VALID,14.692
2/22/18,8:15:06 AM,4.759,VALID,4.868,VALID,4.668,VALID,95.049,VALID,96.126,VALID,93.932,VALID,641.796,VALID,641.856,VALID,641.736,VALID,0,VALID,228.251,VALID,230.103,VALID,224.371,VALID,68475.273,VALID,92,VALID,132,VALID,46,VALID,100,VALID,2.055,VALID,3.102,VALID,1,VALID,2.542,VALID,14.672
2/22/18,8:20:06 AM,4.923,VALID,5.047,VALID,4.837,VALID,94.359,VALID,94.876,VALID,93.686,VALID,641.87,VALID,641.907,VALID,641.826,VALID,0,VALID,228.93,VALID,231.165,VALID,226.857,VALID,68679.109,VALID,78,VALID,120,VALID,347,VALID,86,VALID,1.516,VALID,2.398,VALID,0.297,VALID,1.871,VALID,14.64
2/22/18,8:25:06 AM,5.062,VALID,5.12,VALID,5.01,VALID,92.905,VALID,94.129,VALID,91.267,VALID,641.945,VALID,641.979,VALID,641.908,VALID,0,VALID,205.532,VALID,227.257,VALID,182.503,VALID,61659.613,VALID,83,VALID,145,VALID,327,VALID,67,VALID,0.68,VALID,1.898,VALID,0,VALID,0.92,VALID,14.654
2/22/18,8:30:06 AM,5.146,VALID,5.2,VALID,5.1,VALID,91.679,VALID,93.088,VALID,89.9,VALID,641.989,VALID,642.024,VALID,641.95,VALID,0,VALID,165.577,VALID,182.433,VALID,151.462,VALID,49673.172,VALID,123,VALID,227,VALID,77,VALID,119,VALID,1.016,VALID,2.602,VALID,0,VALID,1.307,VALID,14.641
2/22/18,8:35:06 AM,5.095,VALID,5.134,VALID,5.06,VALID,89.944,VALID,91.433,VALID,88.7,VALID,642.028,VALID,642.055,VALID,642.009,VALID,0,VALID,146.715,VALID,151.4,VALID,145.317,VALID,44014.375,VALID,95,VALID,126,VALID,41,VALID,72,VALID,1.625,VALID,2.703,VALID,0.602,VALID,2.021,VALID,14.638
2/22/18,8:40:06 AM,5.167,VALID,5.242,VALID,5.112,VALID,89.985,VALID,91.398,VALID,88.194,VALID,642.029,VALID,642.055,VALID,642.002,VALID,0,VALID,151.546,VALID,156.789,VALID,147.096,VALID,45463.73,VALID,76,VALID,111,VALID,37,VALID,80,VALID,1.883,VALID,2.898,VALID,0.602,VALID,2.303,VALID,14.639
2/22/18,8:45:06 AM,5.334,VALID,5.396,VALID,5.207,VALID,89.827,VALID,91.998,VALID,87.758,VALID,642.022,VALID,642.044,VALID,641.995,VALID,0,VALID,150.344,VALID,156.332,VALID,142.636,VALID,45103.203,VALID,73,VALID,123,VALID,38,VALID,68,VALID,1.727,VALID,2.602,VALID,0.898,VALID,2.128,VALID,14.241
2/22/18,8:50:06 AM,5.383,VALID,5.433,VALID,5.338,VALID,89.199,VALID,90.895,VALID,87.152,VALID,642.024,VALID,642.06,VALID,641.991,VALID,0,VALID,148.438,VALID,169.206,VALID,140.458,VALID,44531.27,VALID,70,VALID,104,VALID,44,VALID,71,VALID,1.641,VALID,2.703,VALID,0.797,VALID,2.007,VALID,14.209
2/22/18,8:55:06 AM,5.51,VALID,5.585,VALID,5.428,VALID,90.549,VALID,92.374,VALID,88.022,VALID,642.071,VALID,642.118,VALID,642.022,VALID,0,VALID,179.793,VALID,189.33,VALID,164.265,VALID,53938.016,VALID,59,VALID,117,VALID,23,VALID,55,VALID,1.32,VALID,2.797,VALID,0,VALID,1.648,VALID,14.21
2/22/18,9:00:06 AM,5.606,VALID,5.646,VALID,5.572,VALID,89.235,VALID,91.03,VALID,87.075,VALID,642.137,VALID,642.172,VALID,642.107,VALID,0,VALID,159.837,VALID,164.169,VALID,158.234,VALID,47950.984,VALID,98,VALID,184,VALID,32,VALID,78,VALID,0.711,VALID,1.602,VALID,0,VALID,0.893,VALID,14.207
2/22/18,9:05:06 AM,5.609,VALID,5.641,VALID,5.58,VALID,89.114,VALID,90.943,VALID,87.729,VALID,642.13,VALID,642.152,VALID,642.109,VALID,0,VALID,172.812,VALID,181.841,VALID,161.447,VALID,51843.617,VALID,98,VALID,125,VALID,57,VALID,88,VALID,1.266,VALID,2,VALID,0.398,VALID,1.553,VALID,14.211
2/22/18,9:10:06 AM,5.588,VALID,5.625,VALID,5.559,VALID,88.426,VALID,89.883,VALID,87.53,VALID,642.17,VALID,642.208,VALID,642.143,VALID,0,VALID,192.38,VALID,205.207,VALID,181.889,VALID,57713.852,VALID,100,VALID,185,VALID,65,VALID,121,VALID,1.047,VALID,2,VALID,0,VALID,1.309,VALID,14.206
2/22/18,9:15:06 AM,5.664,VALID,5.77,VALID,5.6,VALID,88.68,VALID,90.764,VALID,87.073,VALID,642.224,VALID,642.255,VALID,642.189,VALID,0,VALID,186.642,VALID,205.177,VALID,166.072,VALID,55992.535,VALID,78,VALID,143,VALID,32,VALID,77,VALID,0.945,VALID,1.797,VALID,0,VALID,1.207,VALID,14.21
2/22/18,9:20:06 AM,5.794,VALID,5.856,VALID,5.733,VALID,89.273,VALID,90.489,VALID,87.075,VALID,642.253,VALID,642.278,VALID,642.232,VALID,0,VALID,160.119,VALID,169.508,VALID,155.703,VALID,48035.68,VALID,73,VALID,103,VALID,47,VALID,61,VALID,1.789,VALID,3.102,VALID,0.898,VALID,2.174,VALID,14.209
2/22/18,9:25:06 AM,5.862,VALID,5.919,VALID,5.78,VALID,89.44,VALID,92.208,VALID,87.433,VALID,642.235,VALID,642.273,VALID,642.205,VALID,0,VALID,215.916,VALID,273.548,VALID,169.705,VALID,64774.938,VALID,67,VALID,92,VALID,30,VALID,82,VALID,2.07,VALID,3.602,VALID,0.797,VALID,2.566,VALID,14.209
2/22/18,9:30:06 AM,6.027,VALID,6.295,VALID,5.849,VALID,89.149,VALID,91.298,VALID,87.305,VALID,642.252,VALID,642.318,VALID,642.199,VALID,0,VALID,369.464,VALID,516.317,VALID,273.949,VALID,110839.32,VALID,79,VALID,120,VALID,18,VALID,67,VALID,1.617,VALID,3,VALID,0.5,VALID,2.069,VALID,14.227
2/22/18,9:35:06 AM,6.493,VALID,6.614,VALID,6.262,VALID,86.771,VALID,91.497,VALID,81.957,VALID,642.295,VALID,642.324,VALID,642.268,VALID,0,VALID,601.417,VALID,784.068,VALID,439.052,VALID,180425,VALID,114,VALID,221,VALID,69,VALID,115,VALID,1.125,VALID,2.398,VALID,0,VALID,1.407,VALID,14.186
2/22/18,9:40:06 AM,6.822,VALID,6.97,VALID,6.611,VALID,85.919,VALID,89.516,VALID,81.274,VALID,642.256,VALID,642.282,VALID,642.23,VALID,0,VALID,425.603,VALID,671.221,VALID,342.043,VALID,127680.773,VALID,74,VALID,159,VALID,27,VALID,72,VALID,1.742,VALID,3.602,VALID,0,VALID,2.214,VALID,14.195
2/22/18,9:45:06 AM,6.934,VALID,7.134,VALID,6.772,VALID,85.73,VALID,88.313,VALID,82.001,VALID,642.243,VALID,642.261,VALID,642.221,VALID,0,VALID,372.95,VALID,462.718,VALID,327.557,VALID,111884.867,VALID,56,VALID,154,VALID,15,VALID,67,VALID,1.945,VALID,3.398,VALID,0.297,VALID,2.447,VALID,14.185
2/22/18,9:50:06 AM,6.903,VALID,7.098,VALID,6.723,VALID,81.335,VALID,84.311,VALID,77.961,VALID,642.273,VALID,642.297,VALID,642.24,VALID,0,VALID,288.301,VALID,326.97,VALID,272.8,VALID,86490.305,VALID,80,VALID,134,VALID,56,VALID,71,VALID,1.508,VALID,2.703,VALID,0.5,VALID,1.872,VALID,14.196
2/22/18,9:55:06 AM,6.735,VALID,6.853,VALID,6.66,VALID,84.483,VALID,86.963,VALID,80.933,VALID,642.29,VALID,642.327,VALID,642.267,VALID,0,VALID,362.599,VALID,468.472,VALID,285.584,VALID,108779.789,VALID,77,VALID,109,VALID,41,VALID,74,VALID,2.102,VALID,3.898,VALID,0.297,VALID,2.607,VALID,14.192
2/22/18,10:00:06 AM,7.064,VALID,7.462,VALID,6.767,VALID,85.347,VALID,88.519,VALID,81.404,VALID,642.33,VALID,642.359,VALID,642.299,VALID,0,VALID,449.5,VALID,478.413,VALID,412.654,VALID,134849.875,VALID,64,VALID,101,VALID,37,VALID,42,VALID,1.867,VALID,3.297,VALID,0,VALID,2.32,VALID,14.163
2/22/18,10:05:06 AM,7.218,VALID,7.435,VALID,7.048,VALID,81,VALID,83.82,VALID,78.401,VALID,642.339,VALID,642.361,VALID,642.311,VALID,0,VALID,338.686,VALID,412.055,VALID,285.544,VALID,101605.766,VALID,94,VALID,143,VALID,41,VALID,57,VALID,1.555,VALID,3.398,VALID,0.703,VALID,2.072,VALID,14.163
2/22/18,10:10:06 AM,7.063,VALID,7.163,VALID,6.997,VALID,81.095,VALID,85.03,VALID,77.518,VALID,642.296,VALID,642.332,VALID,642.263,VALID,0,VALID,294.315,VALID,305.608,VALID,281.913,VALID,88294.586,VALID,98,VALID,151,VALID,305,VALID,99,VALID,0.93,VALID,2.898,VALID,0,VALID,1.193,VALID,14.157
2/22/18,10:15:06 AM,7.138,VALID,7.201,VALID,7.081,VALID,83.501,VALID,86.137,VALID,81.26,VALID,642.266,VALID,642.29,VALID,642.244,VALID,0,VALID,307.625,VALID,309.871,VALID,304.145,VALID,92287.633,VALID,74,VALID,113,VALID,19,VALID,76,VALID,1.672,VALID,3.703,VALID,0,VALID,2.089,VALID,14.138
2/22/18,10:20:06 AM,7.221,VALID,7.308,VALID,7.158,VALID,85.947,VALID,90.051,VALID,81.928,VALID,642.284,VALID,642.311,VALID,642.248,VALID,0,VALID,311.353,VALID,337.665,VALID,297.469,VALID,93405.961,VALID,77,VALID,110,VALID,47,VALID,75,VALID,2.695,VALID,4.5,VALID,1.102,VALID,3.292,VALID,14.13
2/22/18,10:25:06 AM,7.131,VALID,7.247,VALID,7.06,VALID,84.251,VALID,86.995,VALID,81.358,VALID,642.307,VALID,642.331,VALID,642.272,VALID,0,VALID,416.003,VALID,619.195,VALID,337.884,VALID,124800.984,VALID,78,VALID,156,VALID,37,VALID,76,VALID,2.102,VALID,4.797,VALID,0,VALID,2.594,VALID,14.136
2/22/18,10:30:06 AM,7.745,VALID,8.267,VALID,7.216,VALID,84.407,VALID,87.566,VALID,80.007,VALID,642.241,VALID,642.315,VALID,642.153,VALID,0,VALID,614.865,VALID,1497.997,VALID,492.719,VALID,184459.547,VALID,46,VALID,126,VALID,6,VALID,20,VALID,1.805,VALID,5,VALID,0,VALID,2.256,VALID,14.122
2/22/18,10:35:06 AM,8.333,VALID,8.463,VALID,8.265,VALID,79.567,VALID,82.74,VALID,77.619,VALID,642.166,VALID,642.206,VALID,642.126,VALID,0,VALID,452.566,VALID,512.042,VALID,428.628,VALID,135769.922,VALID,43,VALID,89,VALID,352,VALID,47,VALID,2.195,VALID,4.203,VALID,0,VALID,2.608,VALID,14.13
2/22/18,10:40:06 AM,8.399,VALID,8.537,VALID,8.282,VALID,78.078,VALID,80.997,VALID,76.124,VALID,642.118,VALID,642.144,VALID,642.091,VALID,0,VALID,512.229,VALID,1237.635,VALID,428.522,VALID,153668.578,VALID,68,VALID,133,VALID,32,VALID,57,VALID,2.133,VALID,3.797,VALID,1.203,VALID,2.52,VALID,14.102
2/22/18,10:45:06 AM,8.311,VALID,8.683,VALID,8.066,VALID,79.98,VALID,84.006,VALID,76.352,VALID,642.107,VALID,642.136,VALID,642.068,VALID,0,VALID,1053.278,VALID,1552.393,VALID,496.134,VALID,315983.344,VALID,77,VALID,128,VALID,34,VALID,74,VALID,2.859,VALID,5.602,VALID,0.398,VALID,3.548,VALID,14.094
2/22/18,10:50:06 AM,9.418,VALID,9.838,VALID,8.687,VALID,78.964,VALID,85.066,VALID,73.235,VALID,642.08,VALID,642.127,VALID,642.018,VALID,0,VALID,1037.929,VALID,1524.205,VALID,561.013,VALID,311378.594,VALID,37,VALID,89,VALID,317,VALID,43,VALID,2.844,VALID,5.5,VALID,1,VALID,3.593,VALID,14.103
2/22/18,10:55:06 AM,10.074,VALID,10.398,VALID,9.712,VALID,72.898,VALID,77.557,VALID,66.591,VALID,642.022,VALID,642.076,VALID,641.99,VALID,0,VALID,809.148,VALID,1638.448,VALID,492.3,VALID,242744.375,VALID,48,VALID,126,VALID,3,VALID,51,VALID,2.945,VALID,5.602,VALID,0.602,VALID,3.847,VALID,14.068
2/22/18,11:00:06 AM,10.036,VALID,10.34,VALID,9.784,VALID,75.146,VALID,79.193,VALID,72.106,VALID,641.975,VALID,642.026,VALID,641.934,VALID,0,VALID,1375.481,VALID,1601.953,VALID,493.843,VALID,412644.344,VALID,79,VALID,150,VALID,23,VALID,71,VALID,3.039,VALID,4.797,VALID,0,VALID,3.84,VALID,14.07
2/22/18,11:05:06 AM,10.193,VALID,10.467,VALID,10,VALID,72.61,VALID,79.477,VALID,67.753,VALID,641.911,VALID,641.965,VALID,641.845,VALID,0,VALID,626.171,VALID,1304.701,VALID,538.313,VALID,187851.203,VALID,51,VALID,132,VALID,326,VALID,85,VALID,2.32,VALID,4.203,VALID,0.398,VALID,3.188,VALID,14.036
2/22/18,11:10:06 AM,9.862,VALID,10.123,VALID,9.366,VALID,73.621,VALID,76.419,VALID,69.829,VALID,641.874,VALID,641.926,VALID,641.842,VALID,0,VALID,693.247,VALID,1223.473,VALID,604.38,VALID,207974.031,VALID,78,VALID,110,VALID,48,VALID,75,VALID,3.852,VALID,6.703,VALID,1,VALID,4.694,VALID,14.037
2/22/18,11:15:06 AM,9.989,VALID,10.351,VALID,9.388,VALID,72.328,VALID,77.457,VALID,66.398,VALID,641.83,VALID,641.895,VALID,641.785,VALID,0,VALID,864.328,VALID,1526.635,VALID,576.662,VALID,259298.391,VALID,31,VALID,115,VALID,258,VALID,47,VALID,1.773,VALID,4,VALID,0,VALID,2.325,VALID,14.036
2/22/18,11:20:06 AM,10.821,VALID,11.197,VALID,10.253,VALID,70.636,VALID,75.227,VALID,65.953,VALID,641.744,VALID,641.788,VALID,641.702,VALID,0,VALID,654.751,VALID,1699.944,VALID,496.892,VALID,196425.422,VALID,43,VALID,122,VALID,343,VALID,51,VALID,3.008,VALID,6.297,VALID,0.398,VALID,3.8,VALID,14.008
2/22/18,11:25:06 AM,10.275,VALID,11.19,VALID,9.775,VALID,68.814,VALID,72.65,VALID,63.739,VALID,641.718,VALID,641.777,VALID,641.642,VALID,0,VALID,474.682,VALID,524.971,VALID,455.348,VALID,142404.562,VALID,69,VALID,119,VALID,32,VALID,63,VALID,3.992,VALID,6.797,VALID,1.297,VALID,5.077,VALID,14.003
2/22/18,11:30:06 AM,10.024,VALID,10.606,VALID,9.718,VALID,71.722,VALID,76.74,VALID,68.875,VALID,641.662,VALID,641.719,VALID,641.607,VALID,0,VALID,1010.4,VALID,1785.303,VALID,525.849,VALID,303120.062,VALID,59,VALID,112,VALID,344,VALID,72,VALID,3.016,VALID,6.297,VALID,0.398,VALID,3.94,VALID,14.004
2/22/18,11:35:06 AM,10.55,VALID,10.647,VALID,10.483,VALID,69.268,VALID,73.167,VALID,66.139,VALID,641.612,VALID,641.666,VALID,641.543,VALID,0,VALID,896.866,VALID,1485.575,VALID,681.032,VALID,269059.906,VALID,92,VALID,195,VALID,12,VALID,70,VALID,1.805,VALID,5,VALID,0,VALID,2.463,VALID,14.021
2/22/18,11:40:06 AM,10.614,VALID,10.897,VALID,10.137,VALID,71.115,VALID,75.948,VALID,67.153,VALID,641.534,VALID,641.572,VALID,641.469,VALID,0,VALID,605.17,VALID,779.124,VALID,469.434,VALID,181550.938,VALID,71,VALID,103,VALID,6,VALID,83,VALID,3.656,VALID,6.898,VALID,0.297,VALID,4.515,VALID,13.974
2/22/18,11:45:06 AM,9.464,VALID,10.11,VALID,9.075,VALID,73.367,VALID,79.994,VALID,71.198,VALID,641.501,VALID,641.563,VALID,641.44,VALID,0,VALID,435.879,VALID,511.649,VALID,355.599,VALID,130763.82,VALID,66,VALID,108,VALID,13,VALID,69,VALID,3.828,VALID,7.5,VALID,1.398,VALID,4.774,VALID,13.985
2/22/18,11:50:06 AM,9.293,VALID,9.48,VALID,9.098,VALID,75.965,VALID,80.338,VALID,70.694,VALID,641.489,VALID,641.516,VALID,641.442,VALID,0,VALID,344.35,VALID,366.067,VALID,335.017,VALID,103305.008,VALID,82,VALID,122,VALID,50,VALID,65,VALID,3.312,VALID,6.797,VALID,0.297,VALID,4.133,VALID,13.977
2/22/18,11:55:06 AM,9.21,VALID,9.397,VALID,9.067,VALID,77.581,VALID,79.716,VALID,74.856,VALID,641.443,VALID,641.474,VALID,641.392,VALID,0,VALID,448.267,VALID,1240.482,VALID,333.232,VALID,134480.094,VALID,55,VALID,144,VALID,350,VALID,21,VALID,3.781,VALID,6.398,VALID,1.797,VALID,4.972,VALID,13.985
2/22/18,12:00:06 PM,9.403,VALID,9.566,VALID,9.249,VALID,74.836,VALID,77.62,VALID,72.71,VALID,641.428,VALID,641.457,VALID,641.392,VALID,0,VALID,404.213,VALID,710.059,VALID,358.091,VALID,121263.945,VALID,54,VALID,82,VALID,356,VALID,71,VALID,2.891,VALID,4.898,VALID,1.398,VALID,3.621,VALID,13.986
2/22/18,12:05:06 PM,9.243,VALID,9.379,VALID,9.01,VALID,77.553,VALID,80.953,VALID,74.692,VALID,641.394,VALID,641.435,VALID,641.343,VALID,0,VALID,349.043,VALID,362.433,VALID,334.24,VALID,104712.812,VALID,59,VALID,107,VALID,19,VALID,47,VALID,3.766,VALID,6.602,VALID,1.398,VALID,4.718,VALID,14.002
