,,Calc_Instant_Hum_1m,,Calc_Instant_Hum_1m,,Calc_Instant_Hum_1m,,Calc_Instant_Lluvia_1m,,Calc_Instant_Temp_1m,,Calc_Instant_Temp_1m,,Calc_Instant_Temp_1m,,Calc_Instant_PBaro1_1m,,Calc_Instant_PBaro1_1m,,Calc_Instant_PBaro1_1m,
time,status,Avg,status,Max,status,Min,status,Sum,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,
12/12/16 2:18:06 AM,VALID,98.499,VALID,98.533,VALID,98.464,VALID,0.0,VALID,4.869,VALID,4.889,VALID,4.845,VALID,648.881,VALID,648.913,VALID,648.856,
12/12/16 2:19:06 AM,VALID,98.497,VALID,98.509,VALID,98.475,VALID,0.0,VALID,4.853,VALID,4.855,VALID,4.85,VALID,648.9,VALID,648.915,VALID,648.874,
12/12/16 2:20:06 AM,VALID,98.495,VALID,98.508,VALID,98.476,VALID,0.0,VALID,4.855,VALID,4.86,VALID,4.85,VALID,648.923,VALID,648.929,VALID,648.909,
12/12/16 2:21:06 AM,VALID,98.498,VALID,98.51,VALID,98.476,VALID,0.0,VALID,4.869,VALID,4.876,VALID,4.86,VALID,648.978,VALID,648.992,VALID,648.963,
12/12/16 2:22:06 AM,VALID,98.508,VALID,98.541,VALID,98.476,VALID,0.0,VALID,4.788,VALID,4.822,VALID,4.767,VALID,648.981,VALID,648.998,VALID,648.97,
12/12/16 2:23:06 AM,VALID,98.471,VALID,98.475,VALID,98.468,VALID,0.0,VALID,4.739,VALID,4.761,VALID,4.715,VALID,648.974,VALID,649.003,VALID,648.957,
12/12/16 2:24:06 AM,VALID,98.442,VALID,98.442,VALID,98.441,VALID,0.0,VALID,4.702,VALID,4.706,VALID,4.698,VALID,648.973,VALID,648.991,VALID,648.948,
12/12/16 2:25:06 AM,VALID,98.508,VALID,98.542,VALID,98.474,VALID,0.0,VALID,4.738,VALID,4.771,VALID,4.705,VALID,648.985,VALID,649.0,VALID,648.977,
12/12/16 2:26:06 AM,VALID,98.523,VALID,98.542,VALID,98.496,VALID,0.0,VALID,4.809,VALID,4.815,VALID,4.805,VALID,648.988,VALID,649.007,VALID,648.974,
12/12/16 2:27:06 AM,VALID,98.546,VALID,98.575,VALID,98.53,VALID,0.0,VALID,4.813,VALID,4.822,VALID,4.802,VALID,649.01,VALID,649.025,VALID,648.991,
12/12/16 2:28:06 AM,VALID,98.558,VALID,98.577,VALID,98.53,VALID,0.0,VALID,4.845,VALID,4.859,VALID,4.833,VALID,649.011,VALID,649.034,VALID,648.981,
12/12/16 2:29:06 AM,VALID,98.543,VALID,98.544,VALID,98.542,VALID,0.0,VALID,4.819,VALID,4.824,VALID,4.813,VALID,649.029,VALID,649.034,VALID,649.024,
12/12/16 2:30:06 AM,VALID,98.55,VALID,98.573,VALID,98.534,VALID,0.0,VALID,4.846,VALID,4.859,VALID,4.839,VALID,649.063,VALID,649.073,VALID,649.045,
12/12/16 2:31:06 AM,VALID,98.576,VALID,98.608,VALID,98.544,VALID,0.0,VALID,4.834,VALID,4.85,VALID,4.803,VALID,649.064,VALID,649.075,VALID,649.045,
12/12/16 2:32:06 AM,VALID,98.565,VALID,98.577,VALID,98.543,VALID,0.0,VALID,4.821,VALID,4.832,VALID,4.807,VALID,649.107,VALID,649.114,VALID,649.102,
12/12/16 2:33:06 AM,VALID,98.557,VALID,98.568,VALID,98.535,VALID,0.0,VALID,4.817,VALID,4.824,VALID,4.808,VALID,649.105,VALID,649.114,VALID,649.1,
12/12/16 2:34:06 AM,VALID,98.574,VALID,98.577,VALID,98.57,VALID,0.0,VALID,4.819,VALID,4.843,VALID,4.804,VALID,649.112,VALID,649.122,VALID,649.103,
12/12/16 2:35:06 AM,VALID,98.569,VALID,98.6,VALID,98.54,VALID,0.0,VALID,4.863,VALID,4.882,VALID,4.852,VALID,649.119,VALID,649.132,VALID,649.111,
12/12/16 2:36:07 AM,VALID,98.573,VALID,98.575,VALID,98.567,VALID,0.0,VALID,4.851,VALID,4.875,VALID,4.832,VALID,649.127,VALID,649.128,VALID,649.125,
12/12/16 2:37:07 AM,VALID,98.57,VALID,98.575,VALID,98.567,VALID,0.0,VALID,4.859,VALID,4.869,VALID,4.84,VALID,649.141,VALID,649.151,VALID,649.125,
12/12/16 2:38:07 AM,VALID,98.543,VALID,98.544,VALID,98.542,VALID,0.0,VALID,4.815,VALID,4.824,VALID,4.809,VALID,649.116,VALID,649.127,VALID,649.107,
12/12/16 2:39:07 AM,VALID,98.526,VALID,98.542,VALID,98.5,VALID,0.0,VALID,4.806,VALID,4.817,VALID,4.797,VALID,649.15,VALID,649.162,VALID,649.141,
12/12/16 2:40:07 AM,VALID,98.576,VALID,98.576,VALID,98.575,VALID,0.0,VALID,4.82,VALID,4.823,VALID,4.814,VALID,649.161,VALID,649.169,VALID,649.154,
12/12/16 2:41:07 AM,VALID,98.575,VALID,98.61,VALID,98.541,VALID,0.0,VALID,4.829,VALID,4.84,VALID,4.81,VALID,649.178,VALID,649.191,VALID,649.157,
12/12/16 2:42:07 AM,VALID,98.588,VALID,98.609,VALID,98.576,VALID,0.0,VALID,4.858,VALID,4.889,VALID,4.842,VALID,649.186,VALID,649.203,VALID,649.157,
12/12/16 2:43:07 AM,VALID,98.594,VALID,98.607,VALID,98.577,VALID,0.0,VALID,4.85,VALID,4.882,VALID,4.811,VALID,649.236,VALID,649.247,VALID,649.229,
12/12/16 2:44:07 AM,VALID,98.521,VALID,98.542,VALID,98.509,VALID,0.0,VALID,4.757,VALID,4.772,VALID,4.741,VALID,649.228,VALID,649.242,VALID,649.212,
12/12/16 2:45:07 AM,VALID,98.503,VALID,98.542,VALID,98.465,VALID,0.0,VALID,4.647,VALID,4.681,VALID,4.617,VALID,649.2,VALID,649.212,VALID,649.184,
12/12/16 2:46:07 AM,VALID,98.48,VALID,98.511,VALID,98.464,VALID,0.0,VALID,4.606,VALID,4.611,VALID,4.598,VALID,649.228,VALID,649.248,VALID,649.217,
12/12/16 2:47:07 AM,VALID,98.529,VALID,98.544,VALID,98.508,VALID,0.0,VALID,4.561,VALID,4.582,VALID,4.548,VALID,649.237,VALID,649.256,VALID,649.225,
12/12/16 2:48:07 AM,VALID,98.514,VALID,98.533,VALID,98.501,VALID,0.0,VALID,4.553,VALID,4.567,VALID,4.538,VALID,649.224,VALID,649.229,VALID,649.212,
12/12/16 2:49:07 AM,VALID,98.574,VALID,98.601,VALID,98.545,VALID,0.0,VALID,4.578,VALID,4.585,VALID,4.566,VALID,649.237,VALID,649.253,VALID,649.207,
12/12/16 2:50:07 AM,VALID,98.541,VALID,98.541,VALID,98.541,VALID,0.0,VALID,4.538,VALID,4.547,VALID,4.526,VALID,649.243,VALID,649.259,VALID,649.219,
12/12/16 2:51:07 AM,VALID,98.548,VALID,98.567,VALID,98.535,VALID,0.0,VALID,4.544,VALID,4.552,VALID,4.537,VALID,649.223,VALID,649.231,VALID,649.217,
12/12/16 2:52:07 AM,VALID,98.558,VALID,98.573,VALID,98.534,VALID,0.0,VALID,4.53,VALID,4.55,VALID,4.505,VALID,649.214,VALID,649.23,VALID,649.194,
12/12/16 2:53:07 AM,VALID,98.563,VALID,98.574,VALID,98.541,VALID,0.0,VALID,4.486,VALID,4.499,VALID,4.476,VALID,649.259,VALID,649.278,VALID,649.238,
12/12/16 2:54:07 AM,VALID,98.547,VALID,98.567,VALID,98.533,VALID,0.0,VALID,4.46,VALID,4.467,VALID,4.451,VALID,649.287,VALID,649.294,VALID,649.276,
12/12/16 2:55:07 AM,VALID,98.564,VALID,98.576,VALID,98.543,VALID,0.0,VALID,4.457,VALID,4.465,VALID,4.451,VALID,649.263,VALID,649.284,VALID,649.234,
12/12/16 2:56:07 AM,VALID,98.57,VALID,98.574,VALID,98.563,VALID,0.0,VALID,4.47,VALID,4.481,VALID,4.457,VALID,649.258,VALID,649.26,VALID,649.257,
12/12/16 2:57:07 AM,VALID,98.611,VALID,98.633,VALID,98.595,VALID,0.0,VALID,4.524,VALID,4.551,VALID,4.497,VALID,649.26,VALID,649.268,VALID,649.252,
12/12/16 2:58:07 AM,VALID,98.626,VALID,98.641,VALID,98.596,VALID,0.0,VALID,4.551,VALID,4.567,VALID,4.523,VALID,649.283,VALID,649.298,VALID,649.272,
12/12/16 2:59:07 AM,VALID,98.574,VALID,98.605,VALID,98.543,VALID,0.0,VALID,4.448,VALID,4.467,VALID,4.435,VALID,649.252,VALID,649.258,VALID,649.245,
12/12/16 3:00:07 AM,VALID,98.542,VALID,98.543,VALID,98.54,VALID,0.0,VALID,4.443,VALID,4.448,VALID,4.438,VALID,649.238,VALID,649.257,VALID,649.214,
12/12/16 3:01:07 AM,VALID,98.597,VALID,98.61,VALID,98.575,VALID,0.0,VALID,4.478,VALID,4.484,VALID,4.47,VALID,649.255,VALID,649.261,VALID,649.249,
12/12/16 3:02:07 AM,VALID,98.583,VALID,98.6,VALID,98.573,VALID,0.0,VALID,4.449,VALID,4.461,VALID,4.439,VALID,649.231,VALID,649.241,VALID,649.224,
12/12/16 3:03:07 AM,VALID,98.594,VALID,98.608,VALID,98.567,VALID,0.0,VALID,4.454,VALID,4.466,VALID,4.446,VALID,649.201,VALID,649.211,VALID,649.188,
12/12/16 3:04:07 AM,VALID,98.589,VALID,98.606,VALID,98.562,VALID,0.0,VALID,4.455,VALID,4.46,VALID,4.449,VALID,649.223,VALID,649.241,VALID,649.206,
12/12/16 3:05:07 AM,VALID,98.602,VALID,98.639,VALID,98.566,VALID,0.0,VALID,4.485,VALID,4.496,VALID,4.478,VALID,649.201,VALID,649.207,VALID,649.194,
12/12/16 3:06:07 AM,VALID,98.615,VALID,98.64,VALID,98.599,VALID,0.0,VALID,4.472,VALID,4.476,VALID,4.469,VALID,649.199,VALID,649.214,VALID,649.191,
12/12/16 3:07:07 AM,VALID,98.602,VALID,98.607,VALID,98.599,VALID,0.0,VALID,4.504,VALID,4.533,VALID,4.484,VALID,649.193,VALID,649.204,VALID,649.181,
12/12/16 3:08:07 AM,VALID,98.651,VALID,98.673,VALID,98.64,VALID,0.0,VALID,4.501,VALID,4.528,VALID,4.47,VALID,649.183,VALID,649.215,VALID,649.161,
12/12/16 3:09:07 AM,VALID,98.583,VALID,98.609,VALID,98.567,VALID,0.0,VALID,4.432,VALID,4.445,VALID,4.42,VALID,649.191,VALID,649.219,VALID,649.168,
12/12/16 3:10:07 AM,VALID,98.608,VALID,98.61,VALID,98.607,VALID,0.0,VALID,4.434,VALID,4.437,VALID,4.431,VALID,649.184,VALID,649.196,VALID,649.168,
12/12/16 3:11:07 AM,VALID,98.594,VALID,98.606,VALID,98.576,VALID,0.0,VALID,4.415,VALID,4.433,VALID,4.398,VALID,649.186,VALID,649.208,VALID,649.169,
12/12/16 3:12:07 AM,VALID,98.597,VALID,98.61,VALID,98.576,VALID,0.0,VALID,4.387,VALID,4.393,VALID,4.384,VALID,649.193,VALID,649.198,VALID,649.19,
12/12/16 3:13:07 AM,VALID,98.61,VALID,98.633,VALID,98.598,VALID,0.0,VALID,4.412,VALID,4.425,VALID,4.394,VALID,649.186,VALID,649.187,VALID,649.185,
12/12/16 3:14:07 AM,VALID,98.673,VALID,98.676,VALID,98.666,VALID,0.0,VALID,4.424,VALID,4.43,VALID,4.42,VALID,649.184,VALID,649.194,VALID,649.171,
12/12/16 3:15:07 AM,VALID,98.635,VALID,98.64,VALID,98.631,VALID,0.0,VALID,4.437,VALID,4.446,VALID,4.424,VALID,649.212,VALID,649.219,VALID,649.206,
12/12/16 3:16:07 AM,VALID,98.6,VALID,98.629,VALID,98.562,VALID,0.0,VALID,4.385,VALID,4.391,VALID,4.376,VALID,649.189,VALID,649.198,VALID,649.181,
12/12/16 3:17:07 AM,VALID,98.616,VALID,98.633,VALID,98.606,VALID,0.0,VALID,4.38,VALID,4.381,VALID,4.377,VALID,649.217,VALID,649.234,VALID,649.196,
12/12/16 3:18:07 AM,VALID,98.635,VALID,98.64,VALID,98.632,VALID,0.0,VALID,4.375,VALID,4.379,VALID,4.371,VALID,649.201,VALID,649.218,VALID,649.185,
12/12/16 3:19:07 AM,VALID,98.62,VALID,98.64,VALID,98.592,VALID,0.0,VALID,4.38,VALID,4.392,VALID,4.363,VALID,649.228,VALID,649.244,VALID,649.208,
12/12/16 3:20:07 AM,VALID,98.615,VALID,98.639,VALID,98.599,VALID,0.0,VALID,4.329,VALID,4.356,VALID,4.309,VALID,649.225,VALID,649.247,VALID,649.213,
12/12/16 3:21:07 AM,VALID,98.615,VALID,98.633,VALID,98.606,VALID,0.0,VALID,4.306,VALID,4.308,VALID,4.304,VALID,649.223,VALID,649.24,VALID,649.208,
12/12/16 3:22:07 AM,VALID,98.617,VALID,98.628,VALID,98.596,VALID,0.0,VALID,4.315,VALID,4.317,VALID,4.311,VALID,649.292,VALID,649.297,VALID,649.284,
12/12/16 3:23:07 AM,VALID,98.649,VALID,98.676,VALID,98.632,VALID,0.0,VALID,4.302,VALID,4.31,VALID,4.296,VALID,649.277,VALID,649.289,VALID,649.269,
12/12/16 3:24:07 AM,VALID,98.641,VALID,98.643,VALID,98.639,VALID,0.0,VALID,4.294,VALID,4.303,VALID,4.285,VALID,649.267,VALID,649.303,VALID,649.237,
12/12/16 3:25:07 AM,VALID,98.639,VALID,98.665,VALID,98.608,VALID,0.0,VALID,4.29,VALID,4.294,VALID,4.285,VALID,649.295,VALID,649.313,VALID,649.274,
12/12/16 3:26:07 AM,VALID,98.668,VALID,98.673,VALID,98.665,VALID,0.0,VALID,4.309,VALID,4.32,VALID,4.296,VALID,649.352,VALID,649.369,VALID,649.339,
12/12/16 3:27:07 AM,VALID,98.642,VALID,98.643,VALID,98.642,VALID,0.0,VALID,4.262,VALID,4.273,VALID,4.252,VALID,649.351,VALID,649.377,VALID,649.321,
12/12/16 3:28:07 AM,VALID,98.616,VALID,98.639,VALID,98.6,VALID,0.0,VALID,4.23,VALID,4.238,VALID,4.224,VALID,649.277,VALID,649.286,VALID,649.271,
12/12/16 3:29:07 AM,VALID,98.638,VALID,98.641,VALID,98.633,VALID,0.0,VALID,4.258,VALID,4.264,VALID,4.251,VALID,649.314,VALID,649.335,VALID,649.3,
12/12/16 3:30:07 AM,VALID,98.656,VALID,98.665,VALID,98.638,VALID,0.0,VALID,4.238,VALID,4.25,VALID,4.228,VALID,649.326,VALID,649.342,VALID,649.313,
12/12/16 3:31:07 AM,VALID,98.638,VALID,98.666,VALID,98.606,VALID,0.0,VALID,4.248,VALID,4.25,VALID,4.242,VALID,649.294,VALID,649.31,VALID,649.281,
12/12/16 3:32:07 AM,VALID,98.672,VALID,98.676,VALID,98.665,VALID,0.0,VALID,4.254,VALID,4.267,VALID,4.239,VALID,649.301,VALID,649.325,VALID,649.268,
12/12/16 3:33:07 AM,VALID,98.67,VALID,98.672,VALID,98.667,VALID,0.0,VALID,4.288,VALID,4.295,VALID,4.28,VALID,649.32,VALID,649.347,VALID,649.296,
12/12/16 3:34:07 AM,VALID,98.678,VALID,98.681,VALID,98.673,VALID,0.0,VALID,4.301,VALID,4.306,VALID,4.296,VALID,649.338,VALID,649.367,VALID,649.32,
12/12/16 3:35:07 AM,VALID,98.642,VALID,98.681,VALID,98.606,VALID,0.0,VALID,4.228,VALID,4.249,VALID,4.214,VALID,649.316,VALID,649.323,VALID,649.312,
12/12/16 3:36:07 AM,VALID,98.649,VALID,98.681,VALID,98.629,VALID,0.0,VALID,4.257,VALID,4.266,VALID,4.243,VALID,649.323,VALID,649.325,VALID,649.319,
12/12/16 3:37:07 AM,VALID,98.661,VALID,98.681,VALID,98.63,VALID,0.0,VALID,4.248,VALID,4.25,VALID,4.245,VALID,649.31,VALID,649.322,VALID,649.287,
12/12/16 3:38:07 AM,VALID,98.673,VALID,98.673,VALID,98.672,VALID,0.0,VALID,4.247,VALID,4.248,VALID,4.244,VALID,649.328,VALID,649.346,VALID,649.313,
12/12/16 3:39:07 AM,VALID,98.65,VALID,98.672,VALID,98.638,VALID,0.0,VALID,4.239,VALID,4.247,VALID,4.232,VALID,649.328,VALID,649.349,VALID,649.311,
12/12/16 3:40:07 AM,VALID,98.672,VALID,98.681,VALID,98.664,VALID,0.0,VALID,4.244,VALID,4.253,VALID,4.236,VALID,649.307,VALID,649.31,VALID,649.306,
12/12/16 3:41:07 AM,VALID,98.681,VALID,98.681,VALID,98.681,VALID,0.0,VALID,4.263,VALID,4.264,VALID,4.261,VALID,649.3,VALID,649.319,VALID,649.281,
12/12/16 3:42:07 AM,VALID,98.676,VALID,98.681,VALID,98.673,VALID,0.0,VALID,4.256,VALID,4.263,VALID,4.242,VALID,649.321,VALID,649.345,VALID,649.3,
12/12/16 3:43:07 AM,VALID,98.669,VALID,98.672,VALID,98.662,VALID,0.0,VALID,4.236,VALID,4.245,VALID,4.227,VALID,649.304,VALID,649.318,VALID,649.285,
12/12/16 3:44:07 AM,VALID,98.666,VALID,98.676,VALID,98.66,VALID,0.0,VALID,4.227,VALID,4.233,VALID,4.218,VALID,649.324,VALID,649.361,VALID,649.299,
12/12/16 3:45:07 AM,VALID,98.66,VALID,98.675,VALID,98.631,VALID,0.0,VALID,4.192,VALID,4.211,VALID,4.176,VALID,649.333,VALID,649.357,VALID,649.304,
12/12/16 3:46:07 AM,VALID,98.662,VALID,98.673,VALID,98.642,VALID,0.0,VALID,4.167,VALID,4.168,VALID,4.164,VALID,649.316,VALID,649.339,VALID,649.279,
12/12/16 3:47:07 AM,VALID,98.667,VALID,98.671,VALID,98.664,VALID,0.0,VALID,4.196,VALID,4.213,VALID,4.178,VALID,649.344,VALID,649.354,VALID,649.329,
12/12/16 3:48:07 AM,VALID,98.679,VALID,98.681,VALID,98.675,VALID,0.0,VALID,4.208,VALID,4.212,VALID,4.205,VALID,649.312,VALID,649.321,VALID,649.3,
12/12/16 3:49:07 AM,VALID,98.669,VALID,98.673,VALID,98.665,VALID,0.0,VALID,4.193,VALID,4.209,VALID,4.182,VALID,649.367,VALID,649.394,VALID,649.325,
12/12/16 3:50:07 AM,VALID,98.676,VALID,98.681,VALID,98.665,VALID,0.0,VALID,4.227,VALID,4.235,VALID,4.217,VALID,649.344,VALID,649.359,VALID,649.325,
12/12/16 3:51:07 AM,VALID,98.676,VALID,98.681,VALID,98.673,VALID,0.0,VALID,4.225,VALID,4.24,VALID,4.212,VALID,649.33,VALID,649.342,VALID,649.321,
12/12/16 3:52:07 AM,VALID,98.664,VALID,98.681,VALID,98.64,VALID,0.0,VALID,4.219,VALID,4.227,VALID,4.214,VALID,649.328,VALID,649.343,VALID,649.31,
12/12/16 3:53:07 AM,VALID,98.66,VALID,98.673,VALID,98.641,VALID,0.0,VALID,4.197,VALID,4.204,VALID,4.192,VALID,649.342,VALID,649.358,VALID,649.325,
12/12/16 3:54:07 AM,VALID,98.669,VALID,98.681,VALID,98.661,VALID,0.0,VALID,4.186,VALID,4.211,VALID,4.164,VALID,649.337,VALID,649.347,VALID,649.331,
12/12/16 3:55:07 AM,VALID,98.656,VALID,98.675,VALID,98.628,VALID,0.0,VALID,4.141,VALID,4.152,VALID,4.133,VALID,649.338,VALID,649.344,VALID,649.332,
12/12/16 3:56:07 AM,VALID,98.673,VALID,98.681,VALID,98.664,VALID,0.0,VALID,4.139,VALID,4.148,VALID,4.133,VALID,649.324,VALID,649.335,VALID,649.307,
12/12/16 3:57:07 AM,VALID,98.681,VALID,98.681,VALID,98.681,VALID,0.0,VALID,4.156,VALID,4.164,VALID,4.15,VALID,649.324,VALID,649.338,VALID,649.306,
12/12/16 3:58:07 AM,VALID,98.677,VALID,98.681,VALID,98.671,VALID,0.0,VALID,4.166,VALID,4.174,VALID,4.16,VALID,649.318,VALID,649.342,VALID,649.304,
12/12/16 3:59:06 AM,VALID,98.675,VALID,98.681,VALID,98.665,VALID,0.0,VALID,4.189,VALID,4.194,VALID,4.184,VALID,649.312,VALID,649.321,VALID,649.297,
12/12/16 4:00:06 AM,VALID,98.681,VALID,98.681,VALID,98.681,VALID,0.0,VALID,4.172,VALID,4.179,VALID,4.161,VALID,649.32,VALID,649.32,VALID,649.32,
12/12/16 4:01:06 AM,VALID,98.675,VALID,98.681,VALID,98.671,VALID,0.0,VALID,4.153,VALID,4.157,VALID,4.151,VALID,649.32,VALID,649.343,VALID,649.307,
12/12/16 4:02:06 AM,VALID,98.673,VALID,98.681,VALID,98.665,VALID,0.0,VALID,4.16,VALID,4.162,VALID,4.158,VALID,649.339,VALID,649.356,VALID,649.316,
12/12/16 4:03:06 AM,VALID,98.676,VALID,98.681,VALID,98.672,VALID,0.0,VALID,4.131,VALID,4.147,VALID,4.117,VALID,649.324,VALID,649.349,VALID,649.3,
12/12/16 4:04:06 AM,VALID,98.671,VALID,98.676,VALID,98.666,VALID,0.0,VALID,4.13,VALID,4.131,VALID,4.129,VALID,649.298,VALID,649.302,VALID,649.29,
12/12/16 4:05:06 AM,VALID,98.654,VALID,98.672,VALID,98.628,VALID,0.0,VALID,4.115,VALID,4.118,VALID,4.11,VALID,649.31,VALID,649.316,VALID,649.299,
12/12/16 4:06:06 AM,VALID,98.647,VALID,98.672,VALID,98.632,VALID,0.0,VALID,4.116,VALID,4.126,VALID,4.11,VALID,649.325,VALID,649.355,VALID,649.306,
12/12/16 4:07:06 AM,VALID,98.646,VALID,98.666,VALID,98.632,VALID,0.0,VALID,4.13,VALID,4.139,VALID,4.118,VALID,649.335,VALID,649.342,VALID,649.328,
12/12/16 4:08:06 AM,VALID,98.656,VALID,98.666,VALID,98.639,VALID,0.0,VALID,4.156,VALID,4.161,VALID,4.15,VALID,649.317,VALID,649.326,VALID,649.308,
12/12/16 4:09:06 AM,VALID,98.632,VALID,98.669,VALID,98.594,VALID,0.0,VALID,4.158,VALID,4.166,VALID,4.148,VALID,649.333,VALID,649.355,VALID,649.316,
12/12/16 4:10:06 AM,VALID,98.643,VALID,98.681,VALID,98.608,VALID,0.0,VALID,4.172,VALID,4.182,VALID,4.159,VALID,649.304,VALID,649.307,VALID,649.3,
12/12/16 4:11:06 AM,VALID,98.623,VALID,98.641,VALID,98.6,VALID,0.0,VALID,4.146,VALID,4.163,VALID,4.13,VALID,649.288,VALID,649.316,VALID,649.264,
12/12/16 4:12:06 AM,VALID,98.599,VALID,98.64,VALID,98.561,VALID,0.0,VALID,4.137,VALID,4.145,VALID,4.13,VALID,649.288,VALID,649.319,VALID,649.27,
12/12/16 4:13:06 AM,VALID,98.623,VALID,98.639,VALID,98.599,VALID,0.0,VALID,4.143,VALID,4.148,VALID,4.141,VALID,649.257,VALID,649.279,VALID,649.233,
12/12/16 4:14:06 AM,VALID,98.605,VALID,98.633,VALID,98.576,VALID,0.0,VALID,4.144,VALID,4.151,VALID,4.135,VALID,649.247,VALID,649.256,VALID,649.236,
12/12/16 4:15:06 AM,VALID,98.634,VALID,98.64,VALID,98.629,VALID,0.0,VALID,4.16,VALID,4.165,VALID,4.154,VALID,649.245,VALID,649.271,VALID,649.233,
12/12/16 4:16:06 AM,VALID,98.618,VALID,98.64,VALID,98.607,VALID,0.0,VALID,4.137,VALID,4.138,VALID,4.136,VALID,649.246,VALID,649.247,VALID,649.245,
12/12/16 4:17:06 AM,VALID,98.59,VALID,98.598,VALID,98.573,VALID,0.0,VALID,4.122,VALID,4.127,VALID,4.119,VALID,649.266,VALID,649.281,VALID,649.257,
12/12/16 4:18:06 AM,VALID,98.594,VALID,98.61,VALID,98.572,VALID,0.0,VALID,4.118,VALID,4.122,VALID,4.113,VALID,649.27,VALID,649.273,VALID,649.264,
12/12/16 4:19:06 AM,VALID,98.626,VALID,98.639,VALID,98.608,VALID,0.0,VALID,4.114,VALID,4.116,VALID,4.113,VALID,649.26,VALID,649.284,VALID,649.24,
12/12/16 4:20:06 AM,VALID,98.619,VALID,98.641,VALID,98.607,VALID,0.0,VALID,4.125,VALID,4.139,VALID,4.117,VALID,649.261,VALID,649.275,VALID,649.247,
12/12/16 4:21:06 AM,VALID,98.637,VALID,98.641,VALID,98.632,VALID,0.0,VALID,4.164,VALID,4.173,VALID,4.148,VALID,649.248,VALID,649.266,VALID,649.23,
12/12/16 4:22:06 AM,VALID,98.618,VALID,98.64,VALID,98.607,VALID,0.0,VALID,4.152,VALID,4.165,VALID,4.142,VALID,649.232,VALID,649.242,VALID,649.221,
12/12/16 4:23:06 AM,VALID,98.593,VALID,98.608,VALID,98.565,VALID,0.0,VALID,4.144,VALID,4.147,VALID,4.14,VALID,649.226,VALID,649.235,VALID,649.215,
12/12/16 4:24:06 AM,VALID,98.598,VALID,98.598,VALID,98.598,VALID,0.0,VALID,4.146,VALID,4.158,VALID,4.137,VALID,649.198,VALID,649.205,VALID,649.193,
12/12/16 4:25:06 AM,VALID,98.604,VALID,98.607,VALID,98.599,VALID,0.0,VALID,4.116,VALID,4.131,VALID,4.104,VALID,649.186,VALID,649.201,VALID,649.168,
12/12/16 4:26:06 AM,VALID,98.569,VALID,98.576,VALID,98.565,VALID,0.0,VALID,4.102,VALID,4.104,VALID,4.099,VALID,649.182,VALID,649.194,VALID,649.171,
12/12/16 4:27:06 AM,VALID,98.615,VALID,98.632,VALID,98.606,VALID,0.0,VALID,4.106,VALID,4.13,VALID,4.088,VALID,649.176,VALID,649.185,VALID,649.166,
12/12/16 4:28:06 AM,VALID,98.605,VALID,98.642,VALID,98.565,VALID,0.0,VALID,4.085,VALID,4.092,VALID,4.079,VALID,649.19,VALID,649.193,VALID,649.187,
12/12/16 4:29:06 AM,VALID,98.626,VALID,98.639,VALID,98.608,VALID,0.0,VALID,4.087,VALID,4.096,VALID,4.074,VALID,649.147,VALID,649.159,VALID,649.137,
12/12/16 4:30:06 AM,VALID,98.571,VALID,98.574,VALID,98.565,VALID,0.0,VALID,4.018,VALID,4.043,VALID,3.993,VALID,649.149,VALID,649.161,VALID,649.137,
12/12/16 4:31:06 AM,VALID,98.573,VALID,98.607,VALID,98.538,VALID,0.0,VALID,4.023,VALID,4.058,VALID,3.988,VALID,649.152,VALID,649.162,VALID,649.145,
12/12/16 4:32:06 AM,VALID,98.66,VALID,98.674,VALID,98.64,VALID,0.0,VALID,4.08,VALID,4.087,VALID,4.068,VALID,649.143,VALID,649.159,VALID,649.125,
12/12/16 4:33:06 AM,VALID,98.648,VALID,98.674,VALID,98.599,VALID,0.0,VALID,4.056,VALID,4.068,VALID,4.049,VALID,649.161,VALID,649.168,VALID,649.156,
12/12/16 4:34:06 AM,VALID,98.634,VALID,98.64,VALID,98.631,VALID,0.0,VALID,4.07,VALID,4.082,VALID,4.058,VALID,649.124,VALID,649.13,VALID,649.119,
12/12/16 4:35:06 AM,VALID,98.659,VALID,98.674,VALID,98.631,VALID,0.0,VALID,4.096,VALID,4.099,VALID,4.092,VALID,649.134,VALID,649.146,VALID,649.113,
12/12/16 4:36:06 AM,VALID,98.648,VALID,98.672,VALID,98.632,VALID,0.0,VALID,4.091,VALID,4.091,VALID,4.09,VALID,649.11,VALID,649.129,VALID,649.086,
12/12/16 4:37:06 AM,VALID,98.646,VALID,98.666,VALID,98.631,VALID,0.0,VALID,4.079,VALID,4.084,VALID,4.074,VALID,649.078,VALID,649.087,VALID,649.071,
12/12/16 4:38:06 AM,VALID,98.662,VALID,98.673,VALID,98.641,VALID,0.0,VALID,4.111,VALID,4.127,VALID,4.095,VALID,649.086,VALID,649.108,VALID,649.071,
12/12/16 4:39:06 AM,VALID,98.676,VALID,98.681,VALID,98.673,VALID,0.0,VALID,4.106,VALID,4.107,VALID,4.104,VALID,649.067,VALID,649.085,VALID,649.058,
12/12/16 4:40:06 AM,VALID,98.678,VALID,98.681,VALID,98.674,VALID,0.0,VALID,4.138,VALID,4.146,VALID,4.124,VALID,649.043,VALID,649.05,VALID,649.033,
